Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,promo_flag,subscribed,frequency_score,prev_purchases_norm,freq_score_norm,BLI,satisfied_flag,organic_buyer,ILS,eLTV,value_tier,satisfaction_flag,promo_dependency,BLI_quartile,customer_segment
104,54,Male,Boots,Footwear,89,West Virginia,L,Red,Winter,4,Yes,Next Day Air,Yes,Yes,22,Venmo,Bi-Weekly,1,1,6,0.44,0.833333333333333,0.366666666666667,1,0,2,1958,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
105,55,Male,Sunglasses,Accessories,24,New Hampshire,L,Pink,Spring,4.4,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Monthly,1,1,4,0.02,0.5,0.01,1,0,2,24,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
106,69,Male,Backpack,Accessories,96,New York,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Annually,1,1,1,0.08,0,0,0,0,1,384,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
107,64,Male,Jacket,Outerwear,35,Minnesota,L,White,Summer,3.7,Yes,Standard,Yes,Yes,31,Credit Card,Monthly,1,1,4,0.62,0.5,0.31,0,0,1,1085,Mid,Neutral,Promo-Dependent,Q3,Passive / Occasional
108,28,Male,Sneakers,Footwear,67,Maryland,L,Olive,Winter,3.1,Yes,Next Day Air,Yes,Yes,46,PayPal,Fortnightly,1,1,5,0.92,0.666666666666667,0.613333333333333,0,0,1,3082,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
109,70,Male,Socks,Clothing,79,Montana,L,Purple,Spring,3.4,Yes,Next Day Air,Yes,Yes,32,Bank Transfer,Bi-Weekly,1,1,6,0.64,0.833333333333333,0.533333333333333,0,0,1,2528,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
110,58,Male,T-shirt,Clothing,85,Alabama,M,Violet,Spring,2.6,Yes,Next Day Air,Yes,Yes,43,Bank Transfer,Fortnightly,1,1,5,0.86,0.666666666666667,0.573333333333333,0,0,1,3655,High,Dissatisfied,Promo-Dependent,Q4,Discount-Dependent Premium
111,56,Male,Backpack,Accessories,26,New York,M,Black,Summer,4,Yes,Standard,Yes,Yes,26,Venmo,Fortnightly,1,1,5,0.52,0.666666666666667,0.346666666666667,1,0,2,676,Low,Satisfied,Promo-Dependent,Q3,Passive / Occasional
112,26,Male,Belt,Accessories,75,Massachusetts,L,Purple,Summer,5,Yes,Free Shipping,Yes,Yes,9,Credit Card,Annually,1,1,1,0.18,0,0,1,0,2,675,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
113,37,Male,Gloves,Accessories,65,Florida,M,Red,Spring,4.3,Yes,Free Shipping,Yes,Yes,28,PayPal,Bi-Weekly,1,1,6,0.56,0.833333333333333,0.466666666666667,1,0,2,1820,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
114,44,Male,Hat,Accessories,54,New Jersey,L,Maroon,Winter,3.1,Yes,Next Day Air,Yes,Yes,20,PayPal,Quarterly,1,1,2,0.4,0.166666666666667,0.0666666666666667,0,0,1,1080,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
115,70,Male,Coat,Outerwear,95,Massachusetts,S,Blue,Summer,3.7,Yes,Store Pickup,Yes,Yes,9,Cash,Weekly,1,1,7,0.18,1,0.18,0,0,1,855,Mid,Neutral,Promo-Dependent,Q3,Passive / Occasional
116,53,Male,Skirt,Clothing,94,Wyoming,M,Gray,Spring,3.8,Yes,Standard,Yes,Yes,48,Debit Card,Every 3 Months,1,1,3,0.96,0.333333333333333,0.32,0,0,1,4512,High,Neutral,Promo-Dependent,Q3,Discount-Dependent Premium
117,55,Male,Shoes,Footwear,86,Virginia,S,Blue,Spring,3.4,Yes,Free Shipping,Yes,Yes,12,Venmo,Annually,1,1,1,0.24,0,0,0,0,1,1032,Mid,Neutral,Promo-Dependent,Q1,Discount Hunter
118,50,Male,Sandals,Footwear,32,South Dakota,L,Yellow,Summer,4.6,Yes,Express,Yes,Yes,29,Cash,Fortnightly,1,1,5,0.58,0.666666666666667,0.386666666666667,1,0,2,928,Mid,Satisfied,Promo-Dependent,Q3,Passive / Occasional
119,50,Male,Sweater,Clothing,45,Kentucky,L,Orange,Fall,4.8,Yes,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly,1,1,6,0.54,0.833333333333333,0.45,1,0,2,1215,Mid,Satisfied,Promo-Dependent,Q4,Passive / Occasional
120,38,Male,Coat,Outerwear,76,Wyoming,M,Orange,Fall,4.3,Yes,Express,Yes,Yes,44,Cash,Annually,1,1,1,0.88,0,0,1,0,2,3344,High,Satisfied,Promo-Dependent,Q1,Discount-Dependent Premium
121,64,Male,Hat,Accessories,84,West Virginia,L,Red,Summer,4,Yes,Express,Yes,Yes,32,Bank Transfer,Annually,1,1,1,0.64,0,0,1,0,2,2688,High,Satisfied,Promo-Dependent,Q1,Discount-Dependent Premium
122,19,Male,Shorts,Clothing,72,Virginia,M,Olive,Winter,4.2,Yes,Standard,Yes,Yes,11,Cash,Fortnightly,1,1,5,0.22,0.666666666666667,0.146666666666667,1,0,2,792,Low,Satisfied,Promo-Dependent,Q2,Discount Hunter
123,40,Male,Backpack,Accessories,40,Washington,L,Brown,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,44,Cash,Fortnightly,1,1,5,0.88,0.666666666666667,0.586666666666667,1,0,2,1760,Mid,Satisfied,Promo-Dependent,Q4,Passive / Occasional
124,57,Male,Sweater,Clothing,89,Louisiana,L,Brown,Fall,3.1,Yes,Free Shipping,Yes,Yes,46,Cash,Weekly,1,1,7,0.92,1,0.92,0,0,1,4094,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
125,44,Male,Sweater,Clothing,86,Nevada,M,Gray,Spring,3.1,Yes,Next Day Air,Yes,Yes,50,PayPal,Annually,1,1,1,1,0,0,0,0,1,4300,High,Neutral,Promo-Dependent,Q1,Discount-Dependent Premium
126,49,Male,Shorts,Clothing,54,California,M,Indigo,Winter,3.6,Yes,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months,1,1,3,0.9,0.333333333333333,0.3,0,0,1,2430,High,Neutral,Promo-Dependent,Q3,Discount-Dependent Premium
127,43,Male,Shorts,Clothing,36,Mississippi,L,Pink,Spring,3.9,Yes,Store Pickup,Yes,Yes,48,Cash,Every 3 Months,1,1,3,0.96,0.333333333333333,0.32,0,0,1,1728,Mid,Neutral,Promo-Dependent,Q3,Passive / Occasional
128,24,Male,Sweater,Clothing,89,Mississippi,M,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,26,Credit Card,Weekly,1,1,7,0.52,1,0.52,1,0,2,2314,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
129,20,Male,Scarf,Accessories,32,California,M,Gold,Spring,4.7,Yes,Standard,Yes,Yes,21,Credit Card,Fortnightly,1,1,5,0.42,0.666666666666667,0.28,1,0,2,672,Low,Satisfied,Promo-Dependent,Q3,Passive / Occasional
130,24,Male,Dress,Clothing,67,Pennsylvania,XL,Olive,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,49,PayPal,Bi-Weekly,1,1,6,0.98,0.833333333333333,0.816666666666667,1,0,2,3283,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
131,44,Male,Scarf,Accessories,39,Kentucky,L,Violet,Fall,3.7,Yes,Next Day Air,Yes,Yes,13,PayPal,Fortnightly,1,1,5,0.26,0.666666666666667,0.173333333333333,0,0,1,507,Low,Neutral,Promo-Dependent,Q3,At-Risk
132,28,Male,Skirt,Clothing,29,Maine,L,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,46,Credit Card,Weekly,1,1,7,0.92,1,0.92,0,0,1,1334,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
133,30,Male,Backpack,Accessories,58,New Mexico,M,Orange,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,42,PayPal,Weekly,1,1,7,0.84,1,0.84,1,0,2,2436,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
134,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,Yes,25,Venmo,Annually,1,1,1,0.5,0,0,0,0,1,1625,Mid,Dissatisfied,Promo-Dependent,Q1,Discount Hunter
135,43,Male,Hat,Accessories,94,Texas,L,Gray,Fall,4.9,Yes,Store Pickup,Yes,Yes,25,Cash,Monthly,1,1,4,0.5,0.5,0.25,1,0,2,2350,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
136,43,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,Yes,Express,Yes,Yes,12,PayPal,Quarterly,1,1,2,0.24,0.166666666666667,0.04,1,0,2,972,Mid,Satisfied,Promo-Dependent,Q1,Discount Hunter
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,Yes,4,Debit Card,Quarterly,1,1,2,0.08,0.166666666666667,0.0133333333333333,0,0,1,344,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
138,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,Yes,38,PayPal,Weekly,1,1,7,0.76,1,0.76,1,0,2,1634,Mid,Satisfied,Promo-Dependent,Q4,Passive / Occasional
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Store Pickup,Yes,Yes,42,Bank Transfer,Weekly,1,1,7,0.84,1,0.84,1,0,2,1218,Mid,Satisfied,Promo-Dependent,Q4,Passive / Occasional
140,49,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,Yes,Store Pickup,Yes,Yes,30,Venmo,Annually,1,1,1,0.6,0,0,0,0,1,2850,High,Neutral,Promo-Dependent,Q1,Discount-Dependent Premium
141,63,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Weekly,1,1,7,1,1,1,0,0,1,1400,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
142,56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,Yes,45,PayPal,Weekly,1,1,7,0.9,1,0.9,1,0,2,2070,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly,1,1,5,0.66,0.666666666666667,0.44,0,0,1,1914,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
144,30,Male,Coat,Outerwear,48,Missouri,M,Beige,Fall,2.7,Yes,Store Pickup,Yes,Yes,25,PayPal,Quarterly,1,1,2,0.5,0.166666666666667,0.0833333333333333,0,0,1,1200,Mid,Dissatisfied,Promo-Dependent,Q2,Discount Hunter
145,19,Male,Shoes,Footwear,43,New Jersey,M,Silver,Fall,3.2,Yes,Express,Yes,Yes,25,Cash,Monthly,1,1,4,0.5,0.5,0.25,0,0,1,1075,Mid,Neutral,Promo-Dependent,Q3,Passive / Occasional
146,24,Male,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,Yes,44,Debit Card,Quarterly,1,1,2,0.88,0.166666666666667,0.146666666666667,1,0,2,4180,High,Satisfied,Promo-Dependent,Q2,Discount-Dependent Premium
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4,Yes,Standard,Yes,Yes,21,Venmo,Fortnightly,1,1,5,0.42,0.666666666666667,0.28,1,0,2,630,Low,Satisfied,Promo-Dependent,Q3,Passive / Occasional
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,31,Bank Transfer,Fortnightly,1,1,5,0.62,0.666666666666667,0.413333333333333,0,0,1,1984,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,Yes,47,Debit Card,Annually,1,1,1,0.94,0,0,0,0,1,4230,High,Dissatisfied,Promo-Dependent,Q1,Discount-Dependent Premium
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Free Shipping,Yes,Yes,14,PayPal,Monthly,1,1,4,0.28,0.5,0.14,0,0,1,1064,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Standard,Yes,Yes,17,Debit Card,Every 3 Months,1,1,3,0.34,0.333333333333333,0.113333333333333,1,0,2,1632,Mid,Satisfied,Promo-Dependent,Q2,Discount Hunter
152,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,Yes,3,Venmo,Annually,1,1,1,0.06,0,0,1,0,2,141,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,Express,Yes,Yes,42,Venmo,Annually,1,1,1,0.84,0,0,1,0,2,3570,High,Satisfied,Promo-Dependent,Q1,Discount-Dependent Premium
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Standard,Yes,Yes,22,Debit Card,Annually,1,1,1,0.44,0,0,0,0,1,1210,Mid,Neutral,Promo-Dependent,Q1,Discount Hunter
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,Yes,21,Venmo,Quarterly,1,1,2,0.42,0.166666666666667,0.07,0,0,1,2058,High,Neutral,Promo-Dependent,Q2,Discount-Dependent Premium
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Free Shipping,Yes,Yes,21,Bank Transfer,Quarterly,1,1,2,0.42,0.166666666666667,0.07,1,0,2,1617,Mid,Satisfied,Promo-Dependent,Q2,Discount Hunter
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4,Yes,Standard,Yes,Yes,40,Debit Card,Annually,1,1,1,0.8,0,0,1,0,2,1040,Mid,Satisfied,Promo-Dependent,Q1,Discount Hunter
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3,Yes,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,1,1,5,0.02,0.666666666666667,0.0133333333333333,0,0,1,68,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Standard,Yes,Yes,50,Bank Transfer,Monthly,1,1,4,1,0.5,0.5,1,0,2,3650,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Every 3 Months,1,1,3,0.78,0.333333333333333,0.26,0,0,1,1053,Mid,Neutral,Promo-Dependent,Q3,Passive / Occasional
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Free Shipping,Yes,Yes,34,Venmo,Monthly,1,1,4,0.68,0.5,0.34,1,0,2,782,Low,Satisfied,Promo-Dependent,Q3,Passive / Occasional
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3,Yes,Express,Yes,Yes,29,Venmo,Fortnightly,1,1,5,0.58,0.666666666666667,0.386666666666667,0,0,1,1421,Mid,Neutral,Promo-Dependent,Q3,Passive / Occasional
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3,Yes,Store Pickup,Yes,Yes,31,PayPal,Bi-Weekly,1,1,6,0.62,0.833333333333333,0.516666666666667,0,0,1,2294,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Standard,Yes,Yes,8,Debit Card,Weekly,1,1,7,0.16,1,0.16,0,0,1,536,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly,1,1,5,0.1,0.666666666666667,0.0666666666666667,0,0,1,325,Low,Dissatisfied,Promo-Dependent,Q2,Discount Hunter
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,Yes,7,Cash,Monthly,1,1,4,0.14,0.5,0.07,0,0,1,420,Low,Dissatisfied,Promo-Dependent,Q2,Discount Hunter
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4,Yes,Store Pickup,Yes,Yes,30,Cash,Monthly,1,1,4,0.6,0.5,0.3,1,0,2,930,Mid,Satisfied,Promo-Dependent,Q3,Passive / Occasional
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4,Yes,Express,Yes,Yes,14,Credit Card,Every 3 Months,1,1,3,0.28,0.333333333333333,0.0933333333333333,1,0,2,378,Low,Satisfied,Promo-Dependent,Q2,Discount Hunter
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3,Yes,Express,Yes,Yes,5,Cash,Fortnightly,1,1,5,0.1,0.666666666666667,0.0666666666666667,0,0,1,400,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,Yes,3,PayPal,Every 3 Months,1,1,3,0.06,0.333333333333333,0.02,0,0,1,90,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly,1,1,6,0.92,0.833333333333333,0.766666666666667,0,0,1,1150,Mid,Dissatisfied,Promo-Dependent,Q4,Passive / Occasional
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,Yes,4,Credit Card,Weekly,1,1,7,0.08,1,0.08,0,0,1,140,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,1,1,6,0.84,0.833333333333333,0.7,0,0,1,2814,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,Yes,30,Cash,Annually,1,1,1,0.6,0,0,0,0,1,1380,Mid,Neutral,Promo-Dependent,Q1,Discount Hunter
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,Yes,37,Venmo,Annually,1,1,1,0.74,0,0,0,0,1,1295,Mid,Neutral,Promo-Dependent,Q1,Discount Hunter
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,1,1,1,0.04,0,0,0,0,1,172,Low,Dissatisfied,Promo-Dependent,Q1,Discount Hunter
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,Yes,30,Credit Card,Quarterly,1,1,2,0.6,0.166666666666667,0.1,0,0,1,2430,High,Dissatisfied,Promo-Dependent,Q2,Discount-Dependent Premium
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,1,1,4,0.94,0.5,0.47,0,0,1,1974,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,1,1,2,0.42,0.166666666666667,0.07,1,0,2,903,Mid,Satisfied,Promo-Dependent,Q2,Discount Hunter
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly,1,1,5,0.18,0.666666666666667,0.12,1,0,2,279,Low,Satisfied,Promo-Dependent,Q2,Discount Hunter
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,1,1,5,0.24,0.666666666666667,0.16,0,0,1,972,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,1,1,7,0.08,1,0.08,1,0,2,244,Low,Satisfied,Promo-Dependent,Q2,Discount Hunter
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,Debit Card,Annually,1,1,1,0.2,0,0,0,0,1,960,Mid,Dissatisfied,Promo-Dependent,Q1,Discount Hunter
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,1,1,7,0.52,1,0.52,0,0,1,754,Low,Neutral,Promo-Dependent,Q4,At-Risk
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3,Yes,Express,Yes,Yes,40,Cash,Fortnightly,1,1,5,0.8,0.666666666666667,0.533333333333333,0,0,1,1320,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,1,1,5,0.68,0.666666666666667,0.453333333333333,1,0,2,1088,Mid,Satisfied,Promo-Dependent,Q4,Passive / Occasional
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31,Debit Card,Annually,1,1,1,0.62,0,0,0,0,1,1736,Mid,Dissatisfied,Promo-Dependent,Q1,Discount Hunter
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,1,1,6,0.02,0.833333333333333,0.0166666666666667,0,0,1,94,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,1,1,6,0.1,0.833333333333333,0.0833333333333333,0,0,1,265,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4,Credit Card,Weekly,1,1,7,0.08,1,0.08,1,0,2,328,Low,Satisfied,Promo-Dependent,Q2,Discount Hunter
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3,Yes,Free Shipping,Yes,Yes,48,Venmo,Quarterly,1,1,2,0.96,0.166666666666667,0.16,0,0,1,3360,High,Neutral,Promo-Dependent,Q2,Discount-Dependent Premium
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,1,1,3,0.58,0.333333333333333,0.193333333333333,0,0,1,2204,High,Neutral,Promo-Dependent,Q3,Discount-Dependent Premium
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12,PayPal,Bi-Weekly,1,1,6,0.24,0.833333333333333,0.2,0,0,1,348,Low,Dissatisfied,Promo-Dependent,Q3,At-Risk
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3,Yes,Standard,Yes,Yes,29,Venmo,Annually,1,1,1,0.58,0,0,0,0,1,2900,High,Neutral,Promo-Dependent,Q1,Discount-Dependent Premium
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,15,Debit Card,Quarterly,1,1,2,0.3,0.166666666666667,0.05,0,0,1,1410,Mid,Neutral,Promo-Dependent,Q1,Discount Hunter
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,Monthly,1,1,4,0.68,0.5,0.34,1,0,2,850,Mid,Satisfied,Promo-Dependent,Q3,Passive / Occasional
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,1,1,5,0.82,0.666666666666667,0.546666666666667,0,0,1,3608,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,1,1,4,0.82,0.5,0.41,0,0,1,3198,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Fortnightly,1,1,5,0.78,0.666666666666667,0.52,1,0,2,1755,Mid,Satisfied,Promo-Dependent,Q4,Passive / Occasional
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32,Cash,Weekly,1,1,7,0.64,1,0.64,0,0,1,2336,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29,Venmo,Monthly,1,1,4,0.58,0.5,0.29,0,0,1,1769,Mid,Neutral,Promo-Dependent,Q3,Passive / Occasional
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,1,1,1,0.3,0,0,1,0,2,330,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33,Venmo,Annually,1,1,1,0.66,0,0,0,0,1,1254,Mid,Dissatisfied,Promo-Dependent,Q1,Discount Hunter
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,1,1,7,0.36,1,0.36,0,0,1,684,Low,Neutral,Promo-Dependent,Q3,At-Risk
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4,Yes,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,1,1,6,0.7,0.833333333333333,0.583333333333333,1,0,2,3500,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3,Yes,Standard,Yes,Yes,25,PayPal,Weekly,1,1,7,0.5,1,0.5,0,0,1,1600,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,1,1,5,0.12,0.666666666666667,0.08,1,0,2,330,Low,Satisfied,Promo-Dependent,Q2,Discount Hunter
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,1,1,6,0.34,0.833333333333333,0.283333333333333,0,0,1,1547,Mid,Dissatisfied,Promo-Dependent,Q3,Passive / Occasional
